NFR19,SNAP,Source,Activity
4A2,11,Grassland converted to Forest Land - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4A2,11,Settlements converted to Forest Land - Carbon stock change,Non-fuel combustion
4A2,11,Settlements converted to Forest Land - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4B1,11,Cropland remaining Cropland - Biomass Burning - Wildfires,Biomass
4B1,11,Cropland remaining Cropland - Living biomass carbon stock change,Non-fuel combustion
4B1,11,Cropland remaining Cropland - Soils carbon stock change,Non-fuel combustion
4B2,11,Forest Land converted to Cropland - Biomass Burning - Controlled Burning,Biomass
4B2,11,Forest Land converted to Cropland - Carbon stock change,Non-fuel combustion
4B2,11,Forest Land converted to Cropland - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4B2,11,Grassland converted to Cropland - Carbon stock change,Non-fuel combustion
4B2,11,Grassland converted to Cropland - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4B2,11,Settlements converted to Cropland - Carbon stock change,Non-fuel combustion
4C,11,Grassland - Drainage and rewetting and other management of organic and mineral soils,Non-fuel combustion
4C1,11,Grassland remaining Grassland - Biomass Burning - Wildfires,Biomass
4C1,11,Grassland remaining Grassland - Carbon stock change,Non-fuel combustion
4C1,11,Grassland remaining Grassland - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4C2,11,Cropland converted to Grassland - Carbon stock change,Non-fuel combustion
4C2,11,Forest Land converted to Grassland - Biomass Burning - Controlled Burning,Biomass
4C2,11,Forest Land converted to Grassland - Carbon stock change,Non-fuel combustion
4C2,11,Forest Land converted to Grassland - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4C2,11,Settlements converted to Grassland - Carbon stock change,Non-fuel combustion
4C2,11,Wetlands converted to Grassland - Carbon stock change,Non-fuel combustion
4D,11,Wetlands - Drainage and rewetting and other management of organic and mineral soils,Non-fuel combustion
4D1,11,Other Wetlands Remaining Other Wetlands - Carbon stock change,Non-fuel combustion
4D1,11,Other wetlands remaining other wetlands - carbon stock change (naei18),Non-fuel combustion
4D1,11,Peat Extraction Remaining Peat Extraction - Carbon stock change,Non-fuel combustion
4D2,11,Cropland converted to Other Wetlands - Carbon stock change,Non-fuel combustion
4D2,11,Forest Land converted to Other Wetlands - Biomass Burning - Controlled Burning,Biomass
4D2,11,Forest Land converted to Other Wetlands - Carbon stock change,Non-fuel combustion
4D2,11,Grassland converted to flooded land - Carbon stock change,Non-fuel combustion
4D2,11,Land converted for Peat Extraction - Carbon stock change,Non-fuel combustion
4E,11,Settlements - Drainage and rewetting and other management of organic and mineral soils,Non-fuel combustion
4G,11,HWP Produced and Consumed Domestically - Carbon stock change,Non-fuel combustion
4G,11,HWP Produced and Exported - Carbon stock change,Non-fuel combustion
5A,9,Landfill,Non-fuel combustion
5A,9,Waste disposal - batteries,Non-fuel combustion
5A,9,Waste disposal - electrical equipment,Non-fuel combustion
5A,9,Waste disposal - lighting fluorescent tubes,Non-fuel combustion
5A,9,Waste disposal - measurement and control equipment,Non-fuel combustion
5A1a,9,Landfill,Non-fuel combustion
5B1,9,Composting (at household),Process emission
5B1,9,Composting (at permit sites),Process emission
5B1a,9,Composting (at household),Biological waste
5B1a,9,Composting (at permit sites),Process emission
5B1a,9,Mechanical Biological Treatment - Composting,Biological waste
5B1a,9,Total composting (non-household),Biological waste
5B2,9,Anaerobic Digestion,Process emission
5B2a,9,Anaerobic Digestion (other),Biological waste
5B2a,9,Mechanical Biological Treatment - Anaerobic Digestion,Biological waste
5C1.1b,9,Incineration - sewage sludge,Sewage sludge combustion
5C1.2a,9,Incineration,MSW
5C1.2b,9,Incineration - chemical waste,Chemical waste
5C1.2b,9,Incineration - clinical waste,Clinical waste
5C1a,9,Incineration,MSW
5C1bii,9,Incineration - chemical waste,Chemical waste
5C1biii,9,Incineration - clinical waste,Clinical waste
5C1biv,9,Incineration - sewage sludge,Sewage sludge combustion
5C1bv,9,Crematoria,Cremation
5C1bv,9,Foot and mouth pyres,Cows burnt
5C1bv,9,Foot and mouth pyres,Deer burnt
5C1bv,9,Foot and mouth pyres,Goats burnt
5C1bv,9,Foot and mouth pyres,Pigs burnt
5C1bv,9,Foot and mouth pyres,Sheep burnt
5C1bv,9,Incineration - animal carcases,Non-fuel combustion
5C2,9,Agricultural waste burning,Mass burnt
5C2,9,Other industrial combustion,Treated wood
5C2,9,Small-scale waste burning,Waste
5C2.1b,9,Small-scale waste burning,Wood
5C2.2b,9,Accidental fires - dwellings,Mass burnt
5C2.2b,9,Accidental fires - other buildings,Mass burnt
5C2.2b,9,Accidental fires - vehicles,Mass burnt
5D1,9,Sewage sludge decomposition,Non-fuel domestic
5D1,9,Sewage sludge decomposition,Process emission
5D1,9,Sewage sludge decomposition in private systems,Non-fuel domestic
5D2,9,Industrial Waste Water Treatment,Non-fuel combustion
5E,9,Accidental fires - dwellings,Mass burnt
5E,9,Accidental fires - other buildings,Mass burnt
5E,9,Accidental fires - vehicles,Mass burnt
5E,9,Bonfire night,Mass burnt
6A,11,Domestic Horses,Grazing
6A,11,Domestic Horses,Housing
6A,11,Domestic Horses,Spreading
6A,11,Domestic Horses,Storage
6A,11,Domestic Horses,Yarding
6A,11,Domestic pets,Manure and excreta
6A,11,FAM - direct,Domestic Horses
6A,11,FAM - direct,Professional Horses
6A,11,Grazing,Domestic Horses
6A,11,Grazing,Professional Horses
6A,11,House and garden machinery,Domestic fertilizer
6A,11,Housing,Domestic Horses
6A,11,Housing,Professional Horses
6A,11,Infant emissions from nappies,Population 0to4yrs
6A,11,"Parks, Gardens & Golf courses",Non-fuel combustion
6A,11,Professional horses,Grazing
6A,11,Professional horses,Housing
6A,11,Professional horses,Spreading
6A,11,Professional horses,Storage
6A,11,Professional horses,Yarding
6A,11,PRP - direct,Domestic Horses
6A,11,PRP - direct,Professional Horses
6A,11,Silage - Housing,Domestic Horses
6A,11,Silage - Housing,Professional Horses
6A,11,Silage - Storage,Domestic Horses
6A,11,Silage - Storage,Professional Horses
6A,11,Spread Manure,Domestic Horses
6A,11,Spread Manure,Professional Horses
6A,11,Storage,Domestic Horses
6A,11,Storage,Professional Horses
6A,11,Wastes,Domestic Horses
6A,11,Wastes,Professional Horses
6A,11,Yarding,Domestic Horses
6A,11,Yarding,Professional Horses
Aviation_Bunkers,avi.cruise,Aircraft - international cruise,Aviation spirit
Aviation_Bunkers,avi.cruise,Aircraft - international cruise,Aviation turbine fuel
Aviation_Bunkers,8,Aircraft - international take off and landing,Aviation spirit
Aviation_Bunkers,8,Aircraft - international take off and landing,Aviation turbine fuel
Aviation_Bunkers,8,Aircraft engines,Lubricants
Marine_Bunkers,8,Shipping - international IPCC definition,Fuel oil
Marine_Bunkers,8,Shipping - international IPCC definition,Gas oil
non-IPCC,11,Accidental fires - forests,Area burnt
non-IPCC,11,Accidental fires - straw,Mass burnt
non-IPCC,11,Accidental fires - vegetation,Area burnt
z_11B,11,Accidental fires - forests,Area burnt
z_11B,11,Heather burning,Biomass
z_11C,11,Accidental fires - straw,Mass burnt
z_11C,11,Accidental fires - vegetation,Area burnt
z_11C,11,Adult breath and sweat,Population
z_11C,11,Natural sources,Non-fuel combustion
z_11C,7,Road transport - resuspension,Vehicle kilometres
z_11C,11,Wild birds wastes,Manure and excreta
z_11C,11,Wild other animal wastes,Manure and excreta
z_1A3ai(ii),avi.cruise,Aircraft - international cruise,Aviation spirit
z_1A3ai(ii),avi.cruise,Aircraft - international cruise,Aviation turbine fuel
z_1A3ai(ii),avi.cruise,Aircraft between UK and Bermuda - Cruise,Aviation spirit
z_1A3ai(ii),avi.cruise,Aircraft between UK and Bermuda - Cruise,Aviation turbine fuel
z_1A3ai(ii),avi.cruise,Aircraft between UK and CDs - Cruise,Aviation spirit
z_1A3ai(ii),avi.cruise,Aircraft between UK and CDs - Cruise,Aviation turbine fuel
z_1A3ai(ii),avi.cruise,Aircraft between UK and Gibraltar - Cruise,Aviation spirit
z_1A3ai(ii),avi.cruise,Aircraft between UK and Gibraltar - Cruise,Aviation turbine fuel
z_1A3ai(ii),avi.cruise,Aircraft between UK and other OTs (excl Gib. and Bermuda) - Cruise,Aviation spirit
z_1A3ai(ii),avi.cruise,Aircraft between UK and other OTs (excl Gib. and Bermuda) - Cruise,Aviation turbine fuel
z_1A3aii(ii),avi.cruise,Aircraft - domestic cruise,Aviation spirit
z_1A3aii(ii),avi.cruise,Aircraft - domestic cruise,Aviation turbine fuel
z_1A3di(i),8,Shipping - international IPCC definition,Fuel oil
z_1A3di(i),8,Shipping - international IPCC definition,Gas oil
0,11,Cropland remaining Cropland - Biomass Burning - Wildfires,Biomass
0,11,Forest Land converted to Cropland - Biomass Burning - Controlled Burning,Biomass
0,11,Forest Land converted to Grassland - Biomass Burning - Controlled Burning,Biomass
0,11,Forest Land converted to Other Wetlands - Biomass Burning - Controlled Burning,Biomass
0,11,Forest Land converted to Settlements - Biomass Burning - Controlled Burning,Biomass
0,11,Forest Land remaining Forest Land - Biomass Burning - Wildfires,Biomass
0,11,Grassland remaining Grassland - Biomass Burning - Wildfires,Biomass
4,11,LULUCF Indirect N2O - Atmospheric Deposition,Non-fuel combustion
4,11,LULUCF Indirect N2O - Nitrogen Leaching and Run-off,Non-fuel combustion
40,11,Settlements remaining Settlements - Carbon stock change,Non-fuel combustion
40,11,Settlements remaining Settlements - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
400,11,Cropland converted to Settlements - Carbon stock change,Non-fuel combustion
400,11,Cropland converted to Settlements - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
400,11,Forest Land converted to Settlements - Biomass Burning - Controlled Burning,Biomass
400,11,Forest Land converted to Settlements - Carbon stock change,Non-fuel combustion
400,11,Forest Land converted to Settlements - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
400,11,Grassland converted to Settlements - Carbon stock change,Non-fuel combustion
400,11,Grassland converted to Settlements - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
400,11,Wetlands converted to Settlements - Carbon stock change,Non-fuel combustion
400,11,Wetlands converted to Settlements - Direct N2O emissions from N mineralization/immobilization,Non-fuel combustion
